Starling ID,Headwords,Gloss,review_tier,chosen_abbr,chosen_field,llm_second,second_field,v1_choice,v1_field,v2_choice,v2_field,agrees_v1,agrees_v2
PDR1191,*ńāḏ-,to smell,2-llm-plus-one,SP_VO,Sense Perception — to Smell (obj),SP_BD,"Sense Perception — Stinking, Bad Smelling",SP_VO,Sense Perception — to Smell (obj),SP_VS,Sense Perception — to Smell (subj),YES,
PDR1192,*nāg-,young; female,1-all-three-agree,TI_YG,Time — Young,MK_GI,Mankind — Girl,TI_YG,Time — Young,TI_YG,Time — Young,YES,YES
PDR1193,*nāg- (?),earring,3-llm-alone,CA_AD,Clothing & Adornment — Adornment (personal),CA_JW,"Clothing & Adornment — Gem, Jewel",BP_EA,Body Parts & Functions — Ear,CA_NC,Clothing & Adornment — Necklace,,
PDR1194,*nājk- (?),to lick,1-all-three-agree,BP_LC,Body Parts & Functions — to Lick,FD_SU,"Food & Drink — to Suck, Suckle",BP_LC,Body Parts & Functions — to Lick,BP_LC,Body Parts & Functions — to Lick,YES,YES
PDR1195,*ńāj(t)-,dog,1-all-three-agree,AN_DO,Animals — Dog,AN_LI,Animals — Livestock,AN_DO,Animals — Dog,AN_DO,Animals — Dog,YES,YES
PDR1196,*nāl-,four,3-llm-alone,QN_NN,Quantity & Number — Numerals,QN_QN,"Quantity & Number — Amount, Quantity",QN_TH,Quantity & Number — Three,QN_TH,Quantity & Number — Three,,
PDR1197,*nāḷ-,day; tomorrow,2-llm-plus-one,TI_DA,Time — Day,TI_TI,Time — Time (period),TI_TM,Time — Tomorrow,TI_DA,Time — Day,,YES
PDR1198,*ńāḷ-,night,1-all-three-agree,TI_NG,Time — Night,PW_DA,Physical World — Darkness,TI_NG,Time — Night,TI_NG,Time — Night,YES,YES
PDR1199,*nāḻ-,tongue,1-all-three-agree,BP_TG,Body Parts & Functions — Tongue,BP_BO,Body Parts & Functions — Body,BP_TG,Body Parts & Functions — Tongue,BP_TG,Body Parts & Functions — Tongue,YES,YES
PDR1200,*nāḻ- (*-n-),wet; cold,2-llm-plus-one,SP_WD,"Sense Perception — Wet, Damp",PW_WA,Physical World — Water,TI_WI,Time — Winter,SP_WD,"Sense Perception — Wet, Damp",,YES
PDR1201,*nām,we (incl.),2-llm-plus-one,MK_HB,Mankind — Human Being,LM_SY,Language & Music — to Say,MK_FM,Mankind — Family,MK_HB,Mankind — Human Being,,YES
PDR1202,*nāmb-,to be thin,3-llm-alone,SR_SM,"Spatial Relations — Small, Little",BP_WE,"Body Parts & Functions — Weak, Infirm",BP_SH,"Body Parts & Functions — Skin, Hide",SR_NS,Spatial Relations — Thin (in Density),,
PDR1203,*nāṇ-,shame,1-all-three-agree,EM_SH,Emotion — Shame (n),EM_EF,"Emotion — Feeling, Emotion",EM_SH,Emotion — Shame (n),EM_SH,Emotion — Shame (n),YES,YES
PDR1204,*ńāṇ-,"rope, necklace",3-llm-alone,PA_RC,"Physical Acts & Materials — Rope, Cord",CA_CL,Clothing & Adornment — Cloth,CA_NC,Clothing & Adornment — Necklace,CA_NC,Clothing & Adornment — Necklace,,
PDR1205,*nāṇ-,a k. of grass (kaus),1-all-three-agree,AV_GR,Agriculture & Vegetation — Grass,AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_GR,Agriculture & Vegetation — Grass,AV_GR,Agriculture & Vegetation — Grass,YES,YES
PDR1206,*nānḏ-,female relative,2-llm-plus-one,MK_SW,Mankind — Sister-in-Law,MK_RE,Mankind — Relative(s),MK_GM,Mankind — Grandmother,MK_SW,Mankind — Sister-in-Law,,YES
PDR1207,*[n]ā[n]ḏ,we (incl.),2-llm-plus-one,MK_HB,Mankind — Human Being,LM_SY,Language & Music — to Say,MK_FM,Mankind — Family,MK_HB,Mankind — Human Being,,YES
PDR1208,*nāŋūẓ-,earthworm,1-all-three-agree,AN_WR,Animals — Worm,AN_IN,Animals — Insect,AN_WR,Animals — Worm,AN_WR,Animals — Worm,YES,YES
PDR1209,*nār-,rope,1-all-three-agree,PA_RC,"Physical Acts & Materials — Rope, Cord",CA_CL,Clothing & Adornment — Cloth,PA_RC,"Physical Acts & Materials — Rope, Cord",PA_RC,"Physical Acts & Materials — Rope, Cord",YES,YES
PDR1210,*nāṬ-,"to fix, settle",3-llm-alone,PA_MA,"Physical Acts & Materials — to Do, Make",SR_PU,"Spatial Relations — to Put, Place, Set, Lay",LJ_FI,"Law & Judgment — Fine, Settlement",PT_RE,Possession & Trade — to Restore,,
PDR1211,*nāt-,husband's sister,1-all-three-agree,MK_SW,Mankind — Sister-in-Law,MK_BL,Mankind — Brother-in-Law,MK_SW,Mankind — Sister-in-Law,MK_SW,Mankind — Sister-in-Law,YES,YES
PDR1212,*ńegg-,"loose, weak, relaxed",3-llm-alone,SR_SM,"Spatial Relations — Small, Little",BP_WE,"Body Parts & Functions — Weak, Infirm",BP_WE,"Body Parts & Functions — Weak, Infirm",PA_SO,"Physical Acts & Materials — to Strew, Spread Out",,
PDR1213,*neɣ-,good,3-llm-alone,EM_BF,Emotion — Beautiful,EM_GD,Emotion — Good,EM_GD,Emotion — Good,EM_GD,Emotion — Good,,
PDR1214,*nej-,"oil, ghee",1-all-three-agree,FD_OI,Food & Drink — Oil,FD_BT,Food & Drink — Butter,FD_OI,Food & Drink — Oil,FD_OI,Food & Drink — Oil,YES,YES
PDR1215,*nej-,to weave,1-all-three-agree,CA_WE,Clothing & Adornment — to Weave,PA_MA,"Physical Acts & Materials — to Do, Make",CA_WE,Clothing & Adornment — to Weave,CA_WE,Clothing & Adornment — to Weave,YES,YES
PDR1216,*nej-tor,blood,1-all-three-agree,BP_BL,Body Parts & Functions — Blood,BP_BO,Body Parts & Functions — Body,BP_BL,Body Parts & Functions — Blood,BP_BL,Body Parts & Functions — Blood,YES,YES
PDR1217,*nejṯ-,forehead,1-all-three-agree,BP_FO,Body Parts & Functions — Forehead,BP_HE,Body Parts & Functions — Head,BP_FO,Body Parts & Functions — Forehead,BP_FO,Body Parts & Functions — Forehead,YES,YES
PDR1218,*neK-,to fill up (as a pit),3-llm-alone,QN_FU,Quantity & Number — Full,PA_MA,"Physical Acts & Materials — to Do, Make",BP_SP,Body Parts & Functions — to Spit,BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",,
PDR1219,*nel-,moon,1-all-three-agree,PW_MO,Physical World — Moon,TI_MT,Time — Month,PW_MO,Physical World — Moon,PW_MO,Physical World — Moon,YES,YES
PDR1220,*nel-,"tamarind, myrobalan",2-llm-plus-one,FD_FR,Food & Drink — Fruit,AV_PN,"Agriculture & Vegetation — Plant, Herb",LM_NA,Language & Music — Name,FD_FR,Food & Drink — Fruit,,YES
PDR1221,*nel-,rice,1-all-three-agree,AV_RI,Agriculture & Vegetation — Rice,FD_FD,Food & Drink — Food,AV_RI,Agriculture & Vegetation — Rice,AV_RI,Agriculture & Vegetation — Rice,YES,YES
PDR1222,*neḷ-i-,to crawl,1-all-three-agree,MO_CC,"Motion & Transportation — to Creep, Crawl",SR_CR,Spatial Relations — Crooked,MO_CC,"Motion & Transportation — to Creep, Crawl",MO_CC,"Motion & Transportation — to Creep, Crawl",YES,YES
PDR1223,*[ń]elV[v]-[k-] (*-i-),silk-cotton tree,3-llm-alone,AV_TR,Agriculture & Vegetation — Tree (generic),PW_WF,"Physical World — Woods, Forest",CA_CO,Clothing & Adornment — Cotton,CA_CO,Clothing & Adornment — Cotton,,
PDR1224,*ńem-,"to squeeze, crush",3-llm-alone,PA_MA,"Physical Acts & Materials — to Do, Make",PA_PR,Physical Acts & Materials — to Press,EM_DA,Emotion — to Dare,PA_SR,Physical Acts & Materials — to Stretch,,
PDR1225,*ńeṇ-,fat,3-llm-alone,BP_FL,Body Parts & Functions — Flesh,FD_OI,Food & Drink — Oil,BP_LI,Body Parts & Functions — Lip,FD_BT,Food & Drink — Butter,,
PDR1226,*neṉ-,to think,3-llm-alone,MT_TR,"Mind & Thought — to Think, Reflect",MT_KN,Mind & Thought — to Know,MT_BE,Mind & Thought — to Believe,MT_KN,Mind & Thought — to Know,,
PDR1227,*nenǯ-,1 pith 2 heart,1-all-three-agree,BP_HR,Body Parts & Functions — Heart,MT_MI,Mind & Thought — Mind,BP_HR,Body Parts & Functions — Heart,BP_HR,Body Parts & Functions — Heart,YES,YES
PDR1228,*neŋ-,"to enter, insert",1-all-three-agree,MO_EN,Motion & Transportation — to Enter,PA_PO,Physical Acts & Materials — to Pour,MO_EN,Motion & Transportation — to Enter,MO_EN,Motion & Transportation — to Enter,YES,YES
PDR1229,*ńer-,to grind,3-llm-alone,PA_BK,Physical Acts & Materials — to Break,FD_GR,Food & Drink — to Grind,FD_GR,Food & Drink — to Grind,FD_GR,Food & Drink — to Grind,,
PDR1230,*ńerv-,1 worm 2 (NDR) snake,1-all-three-agree,AN_WR,Animals — Worm,AN_SK,Animals — Snake,AN_WR,Animals — Worm,AN_WR,Animals — Worm,YES,YES
PDR1231,*neṟ-,"beauty, custom, propriety",3-llm-alone,EM_BF,Emotion — Beautiful,SO_CU,"Social Relations — Custom, Usage",CA_MR,Clothing & Adornment — Mirror,CA_WD,Clothing & Adornment — Woman's Dress,,
PDR1232,*neṟ-i (*-ḏ-),fold (n.),1-all-three-agree,PA_FO,Physical Acts & Materials — to Fold,SR_FS,"Spatial Relations — Form, Shape (n)",PA_FO,Physical Acts & Materials — to Fold,PA_FO,Physical Acts & Materials — to Fold,YES,YES
PDR1233,*neṭ-,long,2-llm-plus-one,SR_LG,Spatial Relations — Long,SR_TL,Spatial Relations — Tall,TI_LS,Time — to Last,SR_LG,Spatial Relations — Long,,YES
PDR1234,*[ń]evuẓ-,spittle,1-all-three-agree,BP_SP,Body Parts & Functions — to Spit,BP_BB,Body Parts & Functions — to Breathe; Breath,BP_SP,Body Parts & Functions — to Spit,BP_SP,Body Parts & Functions — to Spit,YES,YES
PDR1235,*ńēḏ-,"to rise, sprout",3-llm-alone,SR_GW,Spatial Relations — to Grow,AV_SS,Agriculture & Vegetation — to Sow; Seed,AV_CT,"Agriculture & Vegetation — to Tilt, Cultivate",AV_SS,Agriculture & Vegetation — to Sow; Seed,,
PDR1236,*ńēinḏ-,day,1-all-three-agree,TI_DA,Time — Day,TI_TI,Time — Time (period),TI_DA,Time — Day,TI_DA,Time — Day,YES,YES
PDR1237,*ńēl-,earth,2-llm-plus-one,PW_EL,"Physical World — Earth, Land",PW_GS,"Physical World — Ground, Soil",PW_EL,"Physical World — Earth, Land",PW_GS,"Physical World — Ground, Soil",YES,
PDR1238,*ńēl-,to hang,3-llm-alone,MO_FA,Motion & Transportation — to Fall,MO_SH,Motion & Transportation — to Shake,TI_FI,Time — to Finish,MO_JL,"Motion & Transportation — to Jump, Leap",,
PDR1239,*ńēm- (?),to sift; to thresh,3-llm-alone,AV_MR,"Agriculture & Vegetation — to Mow, Reap",FD_GR,Food & Drink — to Grind,AV_TH,Agriculture & Vegetation — to Thresh,SP_SE,Sense Perception — to See,,
PDR1240,*nēnǯ-,to breathe,1-all-three-agree,BP_BB,Body Parts & Functions — to Breathe; Breath,BP_SL,Body Parts & Functions — to Sleep; Sleep,BP_BB,Body Parts & Functions — to Breathe; Breath,BP_BB,Body Parts & Functions — to Breathe; Breath,YES,YES
PDR1241,*ńēŋel-,plough,1-all-three-agree,AV_PL,Agriculture & Vegetation — to Plow; Plow,PA_TO,Physical Acts & Materials — Tool,AV_PL,Agriculture & Vegetation — to Plow; Plow,AV_PL,Agriculture & Vegetation — to Plow; Plow,YES,YES
PDR1242,*nē-r-,1 time 2 sun,2-llm-plus-one,PW_SU,Physical World — Sun,TI_DA,Time — Day,PW_SU,Physical World — Sun,TI_DA,Time — Day,YES,
PDR1243,*nēr-,"to assemble, meet; to learn; to resemble",3-llm-alone,SR_CG,"Spatial Relations — to Gather, Collect",SO_ME,Social Relations — to Meet,MT_LE,Mind & Thought — to Learn,SO_ME,Social Relations — to Meet,,
PDR1244,*nēr-,thin,3-llm-alone,SR_ND,Spatial Relations — Thin (in Dimension),SP_LL,"Sense Perception — Dull, Blunt",SR_NS,Spatial Relations — Thin (in Density),SR_NS,Spatial Relations — Thin (in Density),,
PDR1245,*nēr- (?),dry,3-llm-alone,SP_DR,"Sense Perception — Dry, Arid",PW_WE,Physical World — Weather,PA_WA,Physical Acts & Materials — to Wash,SP_WD,"Sense Perception — Wet, Damp",,
PDR1246,*ńērḍ- (?),jambu tree,2-llm-plus-one,AV_TR,Agriculture & Vegetation — Tree (generic),FD_FR,Food & Drink — Fruit,PW_TR,"Physical World — Tree, Oak",AV_TR,Agriculture & Vegetation — Tree (generic),,YES
PDR1247,*nēṟ-,yesterday,1-all-three-agree,TI_YD,Time — Yesterday,TI_DA,Time — Day,TI_YD,Time — Yesterday,TI_YD,Time — Yesterday,YES,YES
PDR1248,*ńēsir- (?),sun,1-all-three-agree,PW_SU,Physical World — Sun,TI_DA,Time — Day,PW_SU,Physical World — Sun,PW_SU,Physical World — Sun,YES,YES
PDR1249,*nēṬ-,"to seek, obtain",1-all-three-agree,PT_SE,Possession & Trade — to Seek,PT_GO,"Possession & Trade — to Get, Obtain",PT_SE,Possession & Trade — to Seek,PT_SE,Possession & Trade — to Seek,YES,YES
PDR1250,*nig-,"to shine, glitter",2-llm-plus-one,SP_SH,"Sense Perception — to Shine, Glisten",PW_LG,Physical World — Light,CA_DY,Clothing & Adornment — to Dye,SP_SH,"Sense Perception — to Shine, Glisten",,YES
PDR1251,*niɣḏ-,ashes,1-all-three-agree,PW_AS,Physical World — Ash(es),PW_BU,"Physical World — to Burn, Scorch",PW_AS,Physical World — Ash(es),PW_AS,Physical World — Ash(es),YES,YES
PDR1252,*nijur,live coal,2-llm-plus-one,PW_FI,Physical World — Fire (n),PW_FL,Physical World — Flame (n),PW_SM,Physical World — Smoke (n),PW_FI,Physical World — Fire (n),,YES
PDR1253,*ńil-,to stand,2-llm-plus-one,SR_ST,Spatial Relations — to Stand,MO_GO,Motion & Transportation — to Go,WH_SU,Warfare & Hunting — to Surrender,SR_ST,Spatial Relations — to Stand,,YES
PDR1254,*nil- (*-e-),earth,2-llm-plus-one,PW_EL,"Physical World — Earth, Land",PW_GS,"Physical World — Ground, Soil",PW_EL,"Physical World — Earth, Land",PW_GS,"Physical World — Ground, Soil",YES,
PDR1255,*ninḏ-,to be full,1-all-three-agree,QN_FU,Quantity & Number — Full,SR_GW,Spatial Relations — to Grow,QN_FU,Quantity & Number — Full,QN_FU,Quantity & Number — Full,YES,YES
PDR1256,*nip-,shoulder,1-all-three-agree,BP_SD,Body Parts & Functions — Shoulder,BP_BA,Body Parts & Functions — Back,BP_SD,Body Parts & Functions — Shoulder,BP_SD,Body Parts & Functions — Shoulder,YES,YES
PDR1257,*nirḍ-,last year,1-all-three-agree,TI_YR,Time — Year,TI_AG,Time — Age,TI_YR,Time — Year,TI_YR,Time — Year,YES,YES
PDR1258,*niṭ-,"straight, erect",1-all-three-agree,SR_SG,Spatial Relations — Straight,SR_RI,Spatial Relations — Right (vs,SR_SG,Spatial Relations — Straight,SR_SG,Spatial Relations — Straight,YES,YES
PDR1259,*niv-,"straight, erect; to stretch",2-llm-plus-one,SR_SG,Spatial Relations — Straight,MO_RI,Motion & Transportation — to Rise,PA_SR,Physical Acts & Materials — to Stretch,SR_SG,Spatial Relations — Straight,,YES
PDR1260,*nīg-,"to quit, separate; to remove",3-llm-alone,SR_SE,Spatial Relations — to Separate,MO_GA,"Motion & Transportation — to Depart, Go Away",TI_CE,Time — to Cease,MO_GA,"Motion & Transportation — to Depart, Go Away",,
PDR1261,*nīḷ-,long,3-llm-alone,SR_LG,Spatial Relations — Long,SR_XL,"Spatial Relations — Big, Large, Great",TI_LS,Time — to Last,TI_LS,Time — to Last,,
PDR1262,*ńīnʒ-,to swim,1-all-three-agree,MO_SW,Motion & Transportation — to Swim,PW_WA,Physical World — Water,MO_SW,Motion & Transportation — to Swim,MO_SW,Motion & Transportation — to Swim,YES,YES
PDR1263,*ńīr-,water,1-all-three-agree,PW_WA,Physical World — Water,PW_SE,Physical World — Sea,PW_WA,Physical World — Water,PW_WA,Physical World — Water,YES,YES
PDR1264,*nīv-/*nivur-,"to stroke, rub",1-all-three-agree,PA_RU,Physical Acts & Materials — to Rub,SP_FO,Sense Perception — to Feel of,PA_RU,Physical Acts & Materials — to Rub,PA_RU,Physical Acts & Materials — to Rub,YES,YES
PDR1265,*nīẓ-,shadow,1-all-three-agree,PW_SD,"Physical World — Shade, Shadow",PW_DA,Physical World — Darkness,PW_SD,"Physical World — Shade, Shadow",PW_SD,"Physical World — Shade, Shadow",YES,YES
PDR1266,*ńjáŋaḷ,tongue; uvula,1-all-three-agree,BP_TG,Body Parts & Functions — Tongue,BP_MO,Body Parts & Functions — Mouth,BP_TG,Body Parts & Functions — Tongue,BP_TG,Body Parts & Functions — Tongue,YES,YES
PDR1267,*njām,we (excl.),3-llm-alone,MT_IR,"Mind & Thought — Reason, Intelligence",LM_ST,"Language & Music — to Speak, Talk",AN_EW,Animals — Ewe,MK_RE,Mankind — Relative(s),,
PDR1268,*njān (obl. *njan-),I,3-llm-alone,MT_IR,"Mind & Thought — Reason, Intelligence",LM_ST,"Language & Music — to Speak, Talk",EM_PD,Emotion — Proud,LM_LA,Language & Music — Letter of the Alphabet,,
PDR1269,*ńjeẓed-,crab,3-llm-alone,AN_IN,Animals — Insect,AN_AN,Animals — Animal,AN_FM,Animals — Fisherman,AN_FM,Animals — Fisherman,,
PDR1270,*njīm,you (pl.),3-llm-alone,MT_IR,"Mind & Thought — Reason, Intelligence",LM_ST,"Language & Music — to Speak, Talk",EM_TH,Emotion — Thanks (n),MK_MA,Mankind — Man,,
PDR1271,*njīn,thou,3-llm-alone,MT_IR,"Mind & Thought — Reason, Intelligence",LM_ST,"Language & Music — to Speak, Talk",LJ_SW,Law & Judgment — to Swear,RB_PH,"Religion & Beliefs — Pagan, Heathen (n)",,
PDR1272,*noḍ-,"to say, speak",3-llm-alone,LM_SY,Language & Music — to Say,LM_ST,"Language & Music — to Speak, Talk",LM_ST,"Language & Music — to Speak, Talk",LM_ST,"Language & Music — to Speak, Talk",,
PDR1273,*noḷ-,to bail out,3-llm-alone,PA_PO,Physical Acts & Materials — to Pour,MO_CA,"Motion & Transportation — to Bear, Carry",LJ_PJ,"Law & Judgment — Jail, Prison",MO_GA,"Motion & Transportation — to Depart, Go Away",,
PDR1274,*noḷ-,to swallow,3-llm-alone,BP_VO,Body Parts & Functions — to Vomit,FD_SU,"Food & Drink — to Suck, Suckle",BP_SP,Body Parts & Functions — to Spit,FD_SU,"Food & Drink — to Suck, Suckle",,
PDR1275,*ńoṭ-,knuckles; to crack knuckles,3-llm-alone,BP_FI,Body Parts & Functions — Finger,SP_SO,Sense Perception — Sound (n),PT_RR,Possession & Trade — to Rob; Robber,BP_TM,Body Parts & Functions — Thumb,,
PDR1276,*ńō-,"to ache, hurt",1-all-three-agree,EM_PS,"Emotion — Pain, Suffering",BP_LL,Body Parts & Functions — to Live; Living; Life,EM_PS,"Emotion — Pain, Suffering",EM_PS,"Emotion — Pain, Suffering",YES,YES
PDR1277,*nō-,"view, to notice, eye",3-llm-alone,SP_SE,Sense Perception — to See,SP_LO,Sense Perception — to Look,SP_LO,Sense Perception — to Look,SP_LO,Sense Perception — to Look,,
PDR1278,*ńōḍ-,to wash,1-all-three-agree,PA_WA,Physical Acts & Materials — to Wash,FD_CO,Food & Drink — to Cook,PA_WA,Physical Acts & Materials — to Wash,PA_WA,Physical Acts & Materials — to Wash,YES,YES
PDR1279,*ńōḷ-,saliva,3-llm-alone,BP_BO,Body Parts & Functions — Body,FD_FD,Food & Drink — Food,BP_SP,Body Parts & Functions — to Spit,BP_SP,Body Parts & Functions — to Spit,,
PDR1280,*nōn-,"to endure, bear, suffer; a religious vow",3-llm-alone,EM_BR,"Emotion — Brave, Courageous",RB_FA,Religion & Beliefs — to Fast,RB_CU,Religion & Beliefs — to Curse,EM_PS,"Emotion — Pain, Suffering",,
PDR1281,*nōnḍ-,to stir,3-llm-alone,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",AV_HO,Agriculture & Vegetation — Hoe (n),FD_MX,"Food & Drink — to Mix, Blend",FD_KD,Food & Drink — to Knead,,
PDR1282,*nōr- (?),mouth,1-all-three-agree,BP_MO,Body Parts & Functions — Mouth,FD_EA,Food & Drink — to Eat,BP_MO,Body Parts & Functions — Mouth,BP_MO,Body Parts & Functions — Mouth,YES,YES
PDR1283,*nÙg-,yoke,1-all-three-agree,MO_YO,Motion & Transportation — Yoke,AN_CB,"Animals — Cattle, Bovines",MO_YO,Motion & Transportation — Yoke,MO_YO,Motion & Transportation — Yoke,YES,YES
PDR1284,*nuj-,a well,2-llm-plus-one,PW_SW,"Physical World — Spring, Well",PW_WA,Physical World — Water,FD_CU,Food & Drink — Cup,PW_SW,"Physical World — Spring, Well",,YES
PDR1285,*nuḷ-,to pinch,3-llm-alone,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",PA_CU,Physical Acts & Materials — to Cut,BP_NA,"Body Parts & Functions — Nail, Claw",PA_SR,Physical Acts & Materials — to Stretch,,
PDR1286,*nuḷ-,"to be broken, powdered",1-all-three-agree,PA_BK,Physical Acts & Materials — to Break,PA_SP,Physical Acts & Materials — to Split,PA_BK,Physical Acts & Materials — to Break,PA_BK,Physical Acts & Materials — to Break,YES,YES
PDR1287,*nuṇ-,soft; fine,3-llm-alone,SR_ND,Spatial Relations — Thin (in Dimension),SP_SM,Sense Perception — Smooth,SP_SF,Sense Perception — Soft,SP_SF,Sense Perception — Soft,,
PDR1288,*nuŋ-,kernel of unripe fruit,1-all-three-agree,FD_FR,Food & Drink — Fruit,AV_PN,"Agriculture & Vegetation — Plant, Herb",FD_FR,Food & Drink — Fruit,FD_FR,Food & Drink — Fruit,YES,YES
PDR1289,*nuŋ- (*-n-?),to swallow,3-llm-alone,FD_EA,Food & Drink — to Eat,BP_LL,Body Parts & Functions — to Live; Living; Life,BP_SP,Body Parts & Functions — to Spit,FD_SU,"Food & Drink — to Suck, Suckle",,
PDR1290,*nu(ŋ)k-,broken rice,3-llm-alone,FD_GR,Food & Drink — to Grind,FD_MF,"Food & Drink — Meal, Flour",AV_RI,Agriculture & Vegetation — Rice,AV_RI,Agriculture & Vegetation — Rice,,
PDR1291,*nur-,"foam, froth",3-llm-alone,PW_WV,"Physical World — Wave, Surge",MO_BO,Motion & Transportation — to Boil (intrans,AN_DU,Animals — Duck,FD_MS,Food & Drink — Milk,,
PDR1292,*nus-,a k. of biting insect,1-all-three-agree,AN_IN,Animals — Insect,AN_BE,Animals — Bee,AN_IN,Animals — Insect,AN_IN,Animals — Insect,YES,YES
